DAGS,MED
4.12.2019,18015.00
5.12.2019,17989.00
6.12.2019,17987.00
9.12.2019,17906.00
10.12.2019,18025.00
11.12.2019,18078.00
12.12.2019,18293.00
13.12.2019,18328.00
16.12.2019,18310.00
17.12.2019,18279.00
18.12.2019,18336.00
19.12.2019,18361.00
20.12.2019,18283.00
23.12.2019,18121.00
27.12.2019,18155.00
30.12.2019,18184.00
31.12.2019,18182.00
2.1.2020,18272.00
3.1.2020,18319.00
6.1.2020,18346.00
7.1.2020,18372.00
8.1.2020,18373.00
9.1.2020,18427.00
10.1.2020,18279.00
13.1.2020,18359.00
14.1.2020,18359.00
15.1.2020,18280.00
16.1.2020,18309.00
17.1.2020,18334.00
20.1.2020,18387.00
21.1.2020,18414.00
22.1.2020,18440.00
23.1.2020,18440.00
24.1.2020,18413.00
27.1.2020,18386.00
28.1.2020,18387.00
29.1.2020,18249.00
30.1.2020,18186.00
31.1.2020,18212.00
3.2.2020,18347.00
4.2.2020,18453.00
5.2.2020,18481.00
6.2.2020,18507.00
7.2.2020,18453.00
10.2.2020,18455.00
11.2.2020,18456.00
12.2.2020,18456.00
13.2.2020,18455.00
14.2.2020,18429.00
17.2.2020,18406.00
18.2.2020,18433.00
19.2.2020,18488.00
20.2.2020,18490.00
21.2.2020,18491.00
24.2.2020,18648.00
25.2.2020,18672.00
26.2.2020,18643.00
27.2.2020,18643.00
28.2.2020,18643.00
2.3.2020,18787.00
3.3.2020,19123.00
4.3.2020,19031.00
5.3.2020,19030.00
6.3.2020,19119.00
9.3.2020,19405.00
10.3.2020,19527.00
11.3.2020,19443.00
12.3.2020,19765.00
13.3.2020,20088.00
16.3.2020,20233.00
17.3.2020,20703.00
18.3.2020,20359.00
19.3.2020,20365.00
20.3.2020,20069.00
23.3.2020,20245.00
24.3.2020,20314.00
25.3.2020,20342.00
26.3.2020,20583.00
27.3.2020,20637.00
30.3.2020,20665.00
31.3.2020,20797.00
1.4.2020,20915.00
2.4.2020,20794.00
3.4.2020,20846.00
6.4.2020,20823.00
7.4.2020,20800.00
8.4.2020,20861.00
14.4.2020,20891.00
15.4.2020,20913.00
16.4.2020,20946.00
17.4.2020,20978.00
20.4.2020,21009.00
21.4.2020,21078.00
22.4.2020,21194.00
24.4.2020,21265.00
27.4.2020,21265.00
28.4.2020,21364.00
29.4.2020,21388.00
30.4.2020,21358.00
4.5.2020,21375.00
5.5.2020,21377.00
6.5.2020,21348.00
7.5.2020,21325.00
8.5.2020,21246.00
11.5.2020,21248.00
12.5.2020,21282.00
13.5.2020,21233.00
14.5.2020,21228.00
15.5.2020,21228.00
18.5.2020,21100.00
19.5.2020,20992.00
20.5.2020,20992.00
22.5.2020,20959.00
25.5.2020,20852.00
26.5.2020,20697.00
27.5.2020,20271.00
28.5.2020,20229.00
29.5.2020,20231.00
2.6.2020,20258.00
3.6.2020,20256.00
4.6.2020,19954.00
5.6.2020,19971.00
8.6.2020,20023.00
9.6.2020,20077.00
10.6.2020,20163.00
11.6.2020,20354.00
12.6.2020,20403.00
15.6.2020,20374.00
16.6.2020,20481.00
18.6.2020,20508.00
19.6.2020,20655.00
22.6.2020,20737.00
23.6.2020,21027.00
24.6.2020,21080.00
25.6.2020,21047.00
26.6.2020,20789.00
29.6.2020,20852.00
30.6.2020,20852.00
1.7.2020,20879.00
2.7.2020,20967.00
3.7.2020,20975.00
6.7.2020,21096.00
7.7.2020,21068.00
8.7.2020,21101.00
9.7.2020,21301.00
10.7.2020,21342.00
13.7.2020,21382.00
14.7.2020,21441.00
15.7.2020,21488.00
16.7.2020,21491.00
17.7.2020,21517.00
20.7.2020,21509.00
21.7.2020,21439.00
22.7.2020,21198.00
23.7.2020,21200.00
24.7.2020,21199.00
27.7.2020,21253.00
28.7.2020,21308.00
29.7.2020,21336.00
30.7.2020,21365.00
31.7.2020,21468.00
4.8.2020,21490.00
5.8.2020,21474.00
6.8.2020,21504.00
7.8.2020,21531.00
10.8.2020,21564.00
11.8.2020,21629.00
12.8.2020,21630.00
13.8.2020,21630.00
